         x          y        obs      image
       324        240         49        241
       113        204         49        242
       211        238         49        243
       164        321         49        244
        80        398         49        245
       169        259         49        246
        44        173         49        247
       233        254         49        248
       139        149         49        249
       145        390         49        250
        31        238         49        251
       209        239         49        252
       296        226         49        253
       317        237         49        254
       164        220         49        255
       350        330         49        256
       331        207         49        257
       186         46         49        258
       225        328         49        259
       166        313         49        260
       316         97         49        261
       382         44         49        262
       311         31         49        263
       126        243         49        264
       253        185         49        265
       125        197         49        266
       139        279         49        267
       143        138         49        268
        87        181         49        269
       357         19         49        270
       288        137         49        271
       136        238         49        272
       187        225         49        273
       118        269         49        274
       280        224         49        275
       276        225         49        276
       305        330         49        277
       255        206         49        278
       276        199         49        279
       336        353         49        280
       341        309         49        281
        91        186         49        282
        86        189         49        283
       232        157         49        284
       364        280         49        285
        40        149         49        286
       292        185         49        287
       111        336         49        288
       191        137         49        289
       166        236         49        290
       190        241         49        291
       158        216         49        292
        96        386         49        293
       365        133         49        294
        63         33         49        295
        99        199         49        296
       325        178         49        297
       231        167         49        298
       108        253         49        299
       205        220         49        300
       145        202         49        301
       164        315         49        302
        73        211         49        303
       281        201         49        304
       101        290         49        305
       147        258         49        306
       169        230         49        307
        93        287         49        308
       101        234         49        309
       210        299         49        310
       371        295         49        311
       359        253         49        312
        56        211         49        313
       256        235         49        314
       348        199         49        315
       330        176         49        316
       205        201         49        317
       145        314         49        318
       154        210         49        319
       265        111         49        320
       346        175         49        321
       112        386         49        322
       114        101         49        323
       104        253         49        324
       382        205         49        325
       317         97         49        326
       149        252         49        327
       182         73         49        328
       212        294         49        329
       171        151         49        330
       134        255         49        331
       101        193         49        332
       292        317         49        333
       122        128         49        334
       120        236         49        335
       341        307         49        336
        75        148         49        337
       149        305         49        338
       168        122         49        339
        66        181         49        340
       309        191         49        341
       223        199         49        342
       311        103         49        343
       150        216         49        344
        14        125         49        345
       284         87         49        346
       162        261         49        347
       347        100         49        348
       353        145         49        349
        29        252         49        350
       269        192         49        351
        59        288         49        352
       267        298         49        353
       272        297         49        354
       277        172         49        355
       112        114         49        356
        61        139         49        357
        84        155         49        358
       193        203         49        359
       319        315         49        360
       200        253         49        361
       176        118         49        362
       314        143         49        363
       174        224         49        364
        57        348         49        365
        80        167         49        366
       276        223         49        367
        66         70         49        368
       209        330         49        369
       106        280         49        370
        13        278         49        371
       267        265         49        372
        76        191         49        373
       234        179         49        374
       261        238         49        375
       130        113         49        376
        76        236         49        377
        82        147         49        378
       173        161         49        379
       210        162         49        380
        49        103         49        381
       251        332         49        382
       163        363         49        383
       246        240         49        384
       315        320         49        385
       296         94         49        386
       108        245         49        387
        72        162         49        388
        70        292         49        389
       247        176         49        390
       334        218         49        391
       292        150         49        392
       135         70         49        393
       162        185         49        394
       311        205         49        395
       161        134         49        396
        82        287         49        397
       155        294         49        398
       137        264         49        399
       311        323         49        400
       179        303         49        401
       139        338         49        402
       211        220         49        403
       238        181         49        404
       226        181         49        405
       168        161         49        406
       141        298         49        407
       328        266         49        408
       112        242         49        409
       277        271         49        410
       125        251         49        411
       223        302         49        412
       189        259         49        413
       187        165         49        414
       352        205         49        415
        62         20         49        416
       238        226         49        417
       326        126         49        418
        33        252         49        419
       311        213         49        420
        49        234         49        421
       280        235         49        422
       150        282         49        423
       169        150         49        424
       126        343         49        425
       307        203         49        426
       257        157         49        427
       139        147         49        428
        82        291         49        429
       317        224         49        430
       308        184         49        431
       114        207         49        432
       220        132         49        433
       280        234         49        434
       180        186         49        435
       338        201         49        436
       198         78         49        437
       241         52         49        438
        93        161         49        439
       192        330         49        440
       317        217         49        441
       245        219         49        442
       176        242         49        443
       302        169         49        444
       168        178         49        445
       363         51         49        446
       202        234         49        447
       287        290         49        448
       135        310         49        449
       186        180         49        450
       319         85         49        451
       135        253         49        452
       170        205         49        453
        78        214         49        454
        46        290         49        455
       186        239         49        456
       217        200         49        457
       178        148         49        458
       281        253         49        459
       181        212         49        460
       328        105         49        461
       278         72         49        462
       179        249         49        463
       129        207         49        464
       145        380         49        465
       120        273         49        466
       118        171         49        467
       107        238         49        468
       308        267         49        469
        68        272         49        470
        81        143         49        471
       195        244         49        472
       109        153         49        473
        44        241         49        474
       269        232         49        475
       247        235         49        476
       178        256         49        477
       277        230         49        478
       255        290         49        479
       128        131         49        480
       330        131         49        481
       231        315         49        482
       198        243         49        483
       164        299         49        484
       116        274         49        485
       113        106         49        486
       150        163         49        487
       274        160         49        488
       193        302         49        489
       253        200         49        490
       108        163         49        491
       157        224         49        492
       172        155         49        493
        33        161         49        494
       214        261         49        495
       278         60         49        496
       293        172         49        497
        83        125         49        498
       280        170         49        499
       164        284         49        500
        95        268         49        501
       233        202         49        502
       290         51         49        503
       103        202         49        504
       330        243         49        505
       315        101         49        506
       116        230         49        507
       131        231         49        508
       311        197         49        509
       184        180         49        510
       237        286         49        511
       141        201         49        512
        38        119         49        513
       355        110         49        514
       330        276         49        515
       358        297         49        516
       184        260         49        517
       153        220         49        518
       233        295         49        519
       220        230         49        520
        71        191         49        521
       180        180         49        522
       297        278         49        523
       326        328         49        524
       347        336         49        525
       165        240         49        526
       168        262         49        527
       172        174         49        528
       311        230         49        529
        93        215         49        530
       236        290         49        531
       227        224         49        532
       114        222         49        533
       375        342         49        534
       105         79         49        535
       388        240         49        536
       239        214         49        537
        58        172         49        538
       103        184         49        539
       103        191         49        540
        45        219         49        541
        76        241         49        542
       284         85         49        543
       316        297         49        544
        81         53         49        545
       126        155         49        546
       296        257         49        547
        90        130         49        548
       166        339         49        549
        99        148         49        550
        60        268         49        551
        33        189         49        552
       170        108         49        553
       207        250         49        554
       286        237         49        555
       307        241         49        556
       119        297         49        557
       130        240         49        558
       145        361         49        559
       294        235         49        560
       210        303         49        561
       335        176         49        562
        58        213         49        563
       107        166         49        564
       369        128         49        565
        90        192         49        566
       368        207         49        567
       278        172         49        568
       143        259         49        569
       191        276         49        570
       345        207         49        571
       134        210         49        572
       184        114         49        573
       337        251         49        574
       355        318         49        575
       315        188         49        576
       262        226         49        577
       270        175         49        578
       336        232         49        579
       251        192         49        580
        41        184         49        581
        86        146         49        582
       306        227         49        583
        83        258         49        584
        33        215         49        585
        43        251         49        586
       120        251         49        587
       268        268         49        588
       296        256         49        589
        99        143         49        590
        18        144         49        591
       277        179         49        592
        41        301         49        593
       217        338         49        594
       309        303         49        595
       382         45         49        596
       359        178         49        597
        53        182         49        598
        55         83         49        599
       253         73         49        600
       107        184         49        601
       188        290         49        602
       128        274         49        603
       191        189         49        604
       292         95         49        605
        20        185         49        606
       118         37         49        607
       285         60         49        608
       230        267         49        609
       212        220         49        610
        50        184         49        611
        77        242         49        612
       194        215         49        613
        29        334         49        614
       360        207         49        615
       218        255         49        616
       201        162         49        617
       216        203         49        618
       186         34         49        619
       211        115         49        620
       228        203         49        621
       377        100         49        622
       209        210         49        623
        79        258         49        624
       120        234         49        625
       357        149         49        626
       360        230         49        627
       376        209         49        628
       162        247         49        629
       218        272         49        630
       290        181         49        631
       243        142         49        632
        54        192         49        633
       128        213         49        634
       257        191         49        635
       228        190         49        636
        85        189         49        637
       277        245         49        638
       301        184         49        639
       180        240         49        640
       151         87         49        641
       207        309         49        642
       224        314         49        643
       139        321         49        644
       327        171         49        645
       301        265         49        646
       126        145         49        647
        29        248         49        648
       214        178         49        649
       207         76         49        650
       299        186         49        651
       377        172         49        652
       296        292         49        653
       336        135         49        654
       295        291         49        655
       209        145         49        656
        35        243         49        657
       206        251         49        658
       242        110         49        659
       213        190         49        660
       351         24         49        661
       147        206         49        662
        78        244         49        663
       129        182         49        664
        56        203         49        665
        97        276         49        666
        66        241         49        667
       298         92         49        668
        13        224         49        669
       326        299         49        670
       263         98         49        671
       230        234         49        672
       256        250         49        673
       118        333         49        674
       211        186         49        675
       314        222         49        676
       149        214         49        677
       269        315         49        678
       315        226         49        679
       123        220         49        680
       180        169         49        681
       326        323         49        682
       348        312         49        683
       116        127         49        684
       116        159         49        685
        18         86         49        686
       325        343         49        687
       269        194         49        688
       152        225         49        689
       157        266         49        690
        68        255         49        691
       294        135         49        692
       147        189         49        693
       162        229         49        694
       166        145         49        695
        84        207         49        696
       206        145         49        697
       232        155         49        698
        73        166         49        699
       202        210         49        700
       363        299         49        701
       315        197         49        702
       251        226         49        703
       346        288         49        704
       124        213         49        705
       313        226         49        706
       183        226         49        707
       132        138         49        708
       303        248         49        709
        47        208         49        710
       377        265         49        711
       187        170         49        712
        56        148         49        713
        46        119         49        714
       167        331         49        715
       131        282         49        716
       283        183         49        717
       307        310         49        718
       272        143         49        719
       281        199         49        720
        99        161         49        721
       178        208         49        722
        77        169         49        723
       276        176         49        724
       211        321         49        725
       129        270         49        726
       110        220         49        727
       103        306         49        728
       121        302         49        729
        91        202         49        730
       326        139         49        731
       178        288         49        732
       293        249         49        733
       294        252         49        734
       345        168         49        735
       162        371         49        736
       132        220         49        737
       354        247         49        738
        71         39         49        739
        41        174         49        740
       296        271         49        741
       216        254         49        742
       245        200         49        743
        33        232         49        744
       184        186         49        745
        98        345         49        746
       154        360         49        747
       254        207         49        748
       217        364         49        749
       353        201         49        750
       120        142         49        751
       224        336         49        752
       204        267         49        753
       189        216         49        754
       189        282         49        755
        47        118         49        756
       230        347         49        757
       110        297         49        758
       357        110         49        759
       210        279         49        760
       129        261         49        761
        76        124         49        762
       278        189         49        763
       242        307         49        764
       313        280         49        765
       118        220         49        766
       219        243         49        767
       159        255         49        768
       108        204         49        769
       110        260         49        770
       204        156         49        771
       170        261         49        772
       309        282         49        773
       199        199         49        774
       319        222         49        775
       190        278         49        776
        67        137         49        777
       253        253         49        778
       149        377         49        779
        54        252         49        780
       238        292         49        781
       282        231         49        782
       118        361         49        783
       205        183         49        784
       224        103         49        785
       142        368         49        786
       282         78         49        787
       195        278         49        788
       186        315         49        789
       367        173         49        790
        78        207         49        791
        74        137         49        792
       265        252         49        793
       195        249         49        794
       201        268         49        795
        91        157         49        796
        45        321         49        797
       321        288         49        798
       169        292         49        799
       189        339         49        800
       176        259         50          1
       223        278         50          2
       270        249         50          3
       132        197         50          4
       165        294         50          5
       140        225         50          6
       207        219         50          7
       151        219         50          8
       313        170         50          9
       259        197         50         10
       109        186         50         11
       313         75         50         12
       213        216         50         13
        41        272         50         14
       277        240         50         15
       259         93         50         16
       130        192         50         17
       302        172         50         18
       250        250         50         19
       394        203         50         20
       188        240         50         21
        97        225         50         22
        58        203         50         23
       225        214         50         24
        80        272         50         25
       101        341         50         26
        95        356         50         27
        97        266         50         28
       236        153         50         29
       136        112         50         30
       307        188         50         31
       261        337         50         32
       315        321         50         33
       165        195         50         34
       183        156         50         35
       209        189         50         36
       236        159         50         37
       134        113         50         38
       203        114         50         39
       201        173         50         40
       230        179         50         41
       286        148         50         42
       258        134         50         43
        86        207         50         44
        82        303         50         45
       141        261         50         46
       233        216         50         47
       166        176         50         48
       247        209         50         49
       187        116         50         50
       186        169         50         51
       151        171         50         52
       292        189         50         53
        71        356         50         54
       255        283         50         55
       118        227         50         56
       147         97         50         57
       205        192         50         58
       299        236         50         59
       216        153         50         60
       291        219         50         61
       265        169         50         62
       249        216         50         63
       141        138         50         64
       240        193         50         65
       130        190         50         66
       360        118         50         67
       274         49         50         68
       330        200         50         69
       249        193         50         70
       228        250         50         71
       263        276         50         72
       177        264         50         73
       139        168         50         74
       228        147         50         75
       161        143         50         76
       126        199         50         77
       261        294         50         78
       243        201         50         79
       314         78         50         80
       133        203         50         81
       296        208         50         82
       159        126         50         83
       168        135         50         84
       306        205         50         85
       187        160         50         86
        95        169         50         87
       143        184         50         88
       189         57         50         89
       299        191         50         90
       222        262         50         91
       299        165         50         92
       192         70         50         93
         9        272         50         94
       267        151         50         95
       121        215         50         96
       122        186         50         97
       106        212         50         98
       138        188         50         99
       246        198         50        100
       301        198         50        101
       191        154         50        102
       289        266         50        103
        62        203         50        104
       292        131         50        105
       299        280         50        106
       146        169         50        107
       198        270         50        108
       218        195         50        109
       281        280         50        110
       207        325         50        111
       162         41         50        112
       264         70         50        113
       167        213         50        114
       135        244         50        115
       201        229         50        116
       159        300         50        117
       271        144         50        118
        98        212         50        119
       278        310         50        120
       118        149         50        121
       168        161         50        122
       224         99         50        123
        31        158         50        124
       204        345         50        125
       299         89         50        126
       224        304         50        127
       154        321         50        128
       197        312         50        129
       246        211         50        130
       173        228         50        131
       170        344         50        132
        86        292         50        133
       217        221         50        134
       222        201         50        135
       126        172         50        136
        99         84         50        137
       215        134         50        138
       162         83         50        139
       283        178         50        140
       263        324         50        141
       232        166         50        142
       172        143         50        143
       272        158         50        144
       279        275         50        145
        77        199         50        146
       157        145         50        147
       178        255         50        148
       350        162         50        149
       264        243         50        150
       126        179         50        151
       207        105         50        152
       206        184         50        153
       162        299         50        154
       160        230         50        155
        64        288         50        156
       323        258         50        157
       147        166         50        158
       259        360         50        159
       153        193         50        160
       202         98         50        161
       230        286         50        162
       305        251         50        163
       205         51         50        164
       146        369         50        165
        87        317         50        166
       164        307         50        167
        74        255         50        168
       216        392         50        169
       178        230         50        170
       145         78         50        171
       208        199         50        172
       239        306         50        173
       287        157         50        174
       182        242         50        175
       224        182         50        176
       290        236         50        177
       265        135         50        178
       254        211         50        179
       265        146         50        180
       275        209         50        181
       182        358         50        182
       149        145         50        183
        90        296         50        184
       234        152         50        185
       218        201         50        186
       313        251         50        187
       135        204         50        188
       157        165         50        189
       269        267         50        190
       301        184         50        191
       271        263         50        192
       130        120         50        193
       124        272         50        194
       112         89         50        195
       214        157         50        196
       294        272         50        197
       239        122         50        198
        97        137         50        199
       306        272         50        200
       143        171         50        201
       142        238         50        202
       139        182         50        203
       167        343         50        204
       316        149         50        205
       253        267         50        206
        90        267         50        207
       162        141         50        208
       315        140         50        209
       264        130         50        210
       326         88         50        211
       205        191         50        212
       152        192         50        213
       242        174         50        214
        23        317         50        215
       236        177         50        216
       186        162         50        217
       207        208         50        218
       207        215         50        219
       359        217         50        220
        66        278         50        221
       150        281         50        222
       123        247         50        223
       247        274         50        224
       139        159         50        225
       301        198         50        226
       190        153         50        227
       267        234         50        228
       269        178         50        229
       136        135         50        230
       303        221         50        231
       259        155         50        232
       129        156         50        233
       212        147         50        234
       178        175         50        235
       278        159         50        236
       310        257         50        237
       251        163         50        238
       310        257         50        239
       121        340         50        240
       213        194         50        241
       142        100         50        242
        39        159         50        243
       239        181         50        244
       282        144         50        245
       222        305         50        246
       178        310         50        247
        45        117         50        248
       151        173         50        249
       167        257         50        250
       298        389         50        251
       232        149         50        252
       125        279         50        253
       171        381         50        254
       302         26         50        255
       216        162         50        256
       288        208         50        257
       174        226         50        258
       103        171         50        259
        91        187         50        260
       194        164         50        261
       182        251         50        262
        54        182         50        263
       312        203         50        264
       240        186         50        265
       161        196         50        266
       119        222         50        267
       137        207         50        268
       332        193         50        269
       143        205         50        270
       296        173         50        271
        78        268         50        272
       163        188         50        273
       315        139         50        274
       234        214         50        275
       245        236         50        276
       172        144         50        277
       229        234         50        278
       136        203         50        279
       137        245         50        280
       217        201         50        281
       270        207         50        282
       145        291         50        283
       267        127         50        284
       235         34         50        285
       355        193         50        286
        77        104         50        287
       337        257         50        288
       150        203         50        289
       188        120         50        290
       188        216         50        291
       225        217         50        292
       159        112         50        293
       170        181         50        294
       186        309         50        295
       284        175         50        296
       336        172         50        297
       141        292         50        298
       107        207         50        299
       290         32         50        300
       340        169         50        301
       205        252         50        302
       189        237         50        303
       169        189         50        304
       137        206         50        305
       301        141         50        306
       167        281         50        307
       123        191         50        308
       259        162         50        309
       233        315         50        310
       355        249         50        311
       198        163         50        312
       340        178         50        313
       236        253         50        314
       259         60         50        315
       301        191         50        316
       123        200         50        317
       291        196         50        318
       167        193         50        319
       335        242         50        320
       125        177         50        321
       114        123         50        322
       187        240         50        323
       121        258         50        324
       282        246         50        325
       344        116         50        326
       151        195         50        327
       342        272         50        328
       123        330         50        329
       105        155         50        330
        97        224         50        331
       333        143         50        332
       129        253         50        333
       134        157         50        334
       126        172         50        335
       265        326         50        336
       120        177         50        337
       149        288         50        338
       154        132         50        339
        68        214         50        340
       142        240         50        341
       259        126         50        342
        20        122         50        343
       253        207         50        344
       193        249         50        345
       275        112         50        346
       159        171         50        347
       305        157         50        348
       361        137         50        349
       249         33         50        350
       122        193         50        351
        90        295         50        352
       201        122         50        353
       291        270         50        354
       284        236         50        355
       308        276         50        356
       314        176         50        357
       249        232         50        358
       222         35         50        359
       253         69         50        360
       113        381         50        361
       157        176         50        362
       269        147         50        363
       251        214         50        364
        56        360         50        365
       188        122         50        366
       258        228         50        367
        92         58         50        368
       187        188         50        369
       202        174         50        370
       249         56         50        371
       213        178         50        372
        69        133         50        373
        49         29         50        374
       189        298         50        375
       159        228         50        376
       141        292         50        377
       107        162         50        378
       184        310         50        379
       184        374         50        380
       238        222         50        381
       257        315         50        382
        74        293         50        383
       256        185         50        384
       149        171         50        385
       280        105         50        386
       120        263         50        387
        70        175         50        388
       301        205         50        389
       216        190         50        390
       126        171         50        391
       304        151         50        392
       161        169         50        393
       183        249         50        394
       266        139         50        395
       213        128         50        396
        62        217         50        397
       190        186         50        398
       143        193         50        399
       332        323         50        400
       276        182         50        401
       149        335         50        402
       305        246         50        403
       213         80         50        404
       202         62         50        405
       185         47         50        406
       256        311         50        407
       319        263         50        408
       107        238         50        409
       135        287         50        410
       234         75         50        411
       227        223         50        412
        85        243         50        413
       330        302         50        414
       173        226         50        415
       174        162         50        416
       224        205         50        417
       138        317         50        418
       143        211         50        419
       154        200         50        420
       154        193         50        421
        55        211         50        422
       186        161         50        423
       273         19         50        424
       257        145         50        425
       211        251         50        426
       242        197         50        427
        98        174         50        428
       175        376         50        429
       301        259         50        430
       176        340         50        431
       120        201         50        432
       216        153         50        433
       116        275         50        434
       183         74         50        435
       189        309         50        436
       208         85         50        437
       292        213         50        438
        57        222         50        439
       340        133         50        440
